record_index	seqid	official_start_1based	official_end_1based	length	raw_chars
564	NW_004440263.1	348351	348450	100	N
565	NW_004440261.1	1696	1795	100	N
565	NW_004440261.1	14067	14166	100	N
565	NW_004440261.1	17140	17239	100	N
565	NW_004440261.1	18387	18486	100	N
565	NW_004440261.1	23345	23444	100	N
565	NW_004440261.1	24338	24437	100	N
565	NW_004440261.1	29709	29808	100	N
565	NW_004440261.1	31022	31121	100	N
565	NW_004440261.1	32122	32221	100	N
568	NW_004440259.1	2414	2513	100	N
568	NW_004440259.1	5408	5507	100	N
568	NW_004440259.1	8283	8382	100	N
568	NW_004440259.1	10309	10408	100	N
568	NW_004440259.1	16148	16247	100	N
568	NW_004440259.1	24083	24182	100	N
568	NW_004440259.1	26152	26251	100	N
568	NW_004440259.1	28935	29034	100	N
568	NW_004440259.1	38888	38987	100	N
568	NW_004440259.1	47273	47372	100	N
568	NW_004440259.1	69745	69844	100	N
568	NW_004440259.1	72523	72622	100	N
568	NW_004440259.1	81090	81189	100	N
572	NW_004440255.1	7261	7360	100	N
572	NW_004440255.1	13834	13933	100	N
572	NW_004440255.1	16798	16897	100	N
572	NW_004440255.1	31815	31914	100	N
572	NW_004440255.1	42675	42774	100	N
572	NW_004440255.1	48044	48143	100	N
572	NW_004440255.1	49450	49549	100	N
572	NW_004440255.1	55289	55388	100	N
572	NW_004440255.1	67547	67646	100	N
572	NW_004440255.1	74200	74299	100	N
572	NW_004440255.1	84219	84318	100	N
572	NW_004440255.1	90207	90306	100	N
572	NW_004440255.1	92206	92305	100	N
572	NW_004440255.1	96857	96956	100	N
572	NW_004440255.1	99456	99555	100	N
572	NW_004440255.1	117548	117647	100	N
572	NW_004440255.1	122197	122296	100	N
572	NW_004440255.1	134917	135016	100	N
572	NW_004440255.1	147823	147922	100	N
572	NW_004440255.1	149931	150030	100	N
572	NW_004440255.1	151286	151385	100	N
572	NW_004440255.1	154295	154394	100	N
572	NW_004440255.1	157262	157361	100	N
575	NW_004440253.1	4306	4405	100	N
575	NW_004440253.1	5524	5623	100	N
575	NW_004440253.1	7425	7524	100	N
576	NW_004440250.1	7262	7361	100	N
576	NW_004440250.1	10392	10491	100	N
576	NW_004440250.1	13857	13956	100	N
576	NW_004440250.1	24883	24982	100	N
576	NW_004440250.1	34969	35068	100	N
576	NW_004440250.1	48819	48918	100	N
576	NW_004440250.1	55081	55180	100	N
577	NW_004440248.1	6348	6447	100	N
577	NW_004440248.1	21701	21800	100	N
577	NW_004440248.1	44831	44930	100	N
577	NW_004440248.1	49715	49814	100	N
577	NW_004440248.1	73991	74090	100	N
577	NW_004440248.1	80439	80538	100	N
577	NW_004440248.1	82220	82319	100	N
577	NW_004440248.1	93963	94062	100	N
577	NW_004440248.1	130880	130979	100	N
581	NW_004440243.1	2933	3032	100	N
581	NW_004440243.1	10050	10149	100	N
581	NW_004440243.1	17710	17809	100	N
581	NW_004440243.1	19972	20071	100	N
581	NW_004440243.1	25589	25688	100	N
581	NW_004440243.1	26794	26893	100	N
581	NW_004440243.1	29570	29669	100	N
581	NW_004440243.1	35527	35626	100	N
581	NW_004440243.1	40535	40634	100	N
581	NW_004440243.1	47736	47835	100	N
581	NW_004440243.1	59589	59688	100	N
581	NW_004440243.1	63969	64068	100	N
581	NW_004440243.1	73229	73328	100	N
581	NW_004440243.1	74283	74382	100	N
581	NW_004440243.1	84173	84272	100	N
581	NW_004440243.1	86261	86360	100	N
581	NW_004440243.1	111252	111351	100	N
581	NW_004440243.1	117124	117223	100	N
581	NW_004440243.1	123798	123897	100	N
581	NW_004440243.1	130279	130378	100	N
581	NW_004440243.1	138713	138812	100	N
581	NW_004440243.1	146979	147078	100	N
581	NW_004440243.1	165084	165183	100	N
581	NW_004440243.1	168161	168260	100	N
581	NW_004440243.1	174003	174102	100	N
581	NW_004440243.1	176931	177030	100	N
582	NW_004440240.1	4879	4978	100	N
582	NW_004440240.1	6481	6580	100	N
582	NW_004440240.1	8088	8187	100	N
582	NW_004440240.1	18424	18523	100	N
582	NW_004440240.1	19669	19768	100	N
582	NW_004440240.1	20792	20891	100	N
582	NW_004440240.1	23662	23761	100	N
582	NW_004440240.1	25264	25363	100	N
582	NW_004440240.1	28138	28237	100	N
582	NW_004440240.1	30355	30454	100	N
582	NW_004440240.1	40343	40442	100	N
582	NW_004440240.1	55136	55235	100	N
582	NW_004440240.1	57682	57781	100	N
582	NW_004440240.1	58876	58975	100	N
582	NW_004440240.1	79412	79511	100	N
582	NW_004440240.1	85117	85216	100	N
582	NW_004440240.1	88044	88143	100	N
582	NW_004440240.1	96781	96880	100	N
582	NW_004440240.1	99645	99744	100	N
582	NW_004440240.1	101940	102039	100	N
582	NW_004440240.1	103460	103559	100	N
582	NW_004440240.1	105991	106090	100	N
582	NW_004440240.1	112084	112183	100	N
582	NW_004440240.1	119834	119933	100	N
582	NW_004440240.1	128865	128964	100	N
582	NW_004440240.1	135750	135849	100	N
583	NW_004440238.1	2627	2726	100	N
583	NW_004440238.1	4731	4830	100	N
584	NW_004440236.1	1954	2053	100	N
584	NW_004440236.1	12214	12313	100	N
584	NW_004440236.1	16460	16559	100	N
586	NW_004440368.1	2039	2138	100	N
586	NW_004440368.1	4217	4316	100	N
589	NW_004440364.1	1365	1464	100	N
589	NW_004440364.1	4176	4275	100	N
591	NW_004440233.1	2141	2240	100	N
591	NW_004440233.1	3377	3476	100	N
591	NW_004440233.1	5138	5237	100	N
591	NW_004440233.1	9943	10042	100	N
591	NW_004440233.1	12798	12897	100	N
591	NW_004440233.1	22295	22394	100	N
591	NW_004440233.1	32096	32195	100	N
591	NW_004440233.1	34782	34881	100	N
592	NW_004440231.1	1819	1918	100	N
592	NW_004440231.1	3229	3328	100	N
592	NW_004440231.1	14362	14461	100	N
592	NW_004440231.1	25781	25880	100	N
592	NW_004440231.1	30150	30249	100	N
592	NW_004440231.1	32301	32400	100	N
592	NW_004440231.1	34495	34594	100	N
592	NW_004440231.1	35593	35692	100	N
593	NW_004440230.1	2712	2811	100	N
593	NW_004440230.1	8332	8431	100	N
593	NW_004440230.1	35567	35666	100	N
593	NW_004440230.1	40488	40587	100	N
593	NW_004440230.1	49806	49905	100	N
593	NW_004440230.1	52028	52127	100	N
596	NW_004440228.1	1037	1136	100	N
596	NW_004440228.1	2242	2341	100	N
596	NW_004440228.1	13851	13950	100	N
596	NW_004440228.1	15869	15968	100	N
596	NW_004440228.1	20478	20577	100	N
596	NW_004440228.1	25638	25737	100	N
596	NW_004440228.1	27717	27816	100	N
596	NW_004440228.1	29716	29815	100	N
596	NW_004440228.1	31785	31884	100	N
596	NW_004440228.1	33325	33424	100	N
596	NW_004440228.1	43810	43909	100	N
596	NW_004440228.1	45262	45361	100	N
597	NW_004440225.1	1152	1251	100	N
601	NW_004440355.1	4811	4910	100	N
601	NW_004440355.1	6995	7094	100	N
601	NW_004440355.1	8159	8258	100	N
603	NW_004440220.1	2253	2352	100	N
603	NW_004440220.1	4465	4564	100	N
603	NW_004440220.1	6294	6393	100	N
603	NW_004440220.1	8032	8131	100	N
603	NW_004440220.1	9367	9466	100	N
603	NW_004440220.1	12364	12463	100	N
603	NW_004440220.1	13953	14052	100	N
608	NW_004440215.1	24327	24426	100	N
608	NW_004440215.1	31358	31457	100	N
608	NW_004440215.1	32752	32851	100	N
608	NW_004440215.1	37941	38040	100	N
608	NW_004440215.1	39134	39233	100	N
608	NW_004440215.1	42059	42158	100	N
608	NW_004440215.1	62408	62507	100	N
608	NW_004440215.1	64545	64644	100	N
608	NW_004440215.1	66854	66953	100	N
608	NW_004440215.1	69227	69326	100	N
612	NW_004440213.1	1237	1336	100	N
612	NW_004440213.1	5862	5961	100	N
612	NW_004440213.1	7755	7854	100	N
614	NW_004440209.1	2901	3000	100	N
614	NW_004440209.1	14075	14174	100	N
614	NW_004440209.1	21548	21647	100	N
614	NW_004440209.1	34673	34772	100	N
614	NW_004440209.1	41317	41416	100	N
614	NW_004440209.1	42573	42672	100	N
614	NW_004440209.1	45557	45656	100	N
614	NW_004440209.1	50543	50642	100	N
614	NW_004440209.1	59466	59565	100	N
615	NW_004440207.1	3209	3308	100	N
615	NW_004440207.1	6399	6498	100	N
615	NW_004440207.1	9818	9917	100	N
615	NW_004440207.1	13947	14046	100	N
617	NW_004440206.1	9893	9992	100	N
617	NW_004440206.1	13012	13111	100	N
617	NW_004440206.1	23252	23351	100	N
617	NW_004440206.1	27379	27478	100	N
617	NW_004440206.1	35418	35517	100	N
617	NW_004440206.1	36857	36956	100	N
617	NW_004440206.1	39602	39701	100	N
617	NW_004440206.1	42473	42572	100	N
617	NW_004440206.1	57959	58058	100	N
619	NW_004440203.1	2423	2522	100	N
619	NW_004440203.1	6927	7026	100	N
619	NW_004440203.1	10141	10240	100	N
621	NW_004440334.1	1746	1845	100	N
621	NW_004440334.1	4630	4729	100	N
621	NW_004440334.1	6011	6110	100	N
622	NW_004440201.1	1018	1117	100	N
624	NW_004440330.1	1828	1927	100	N
625	NW_004440199.1	2951	3050	100	N
625	NW_004440199.1	5616	5715	100	N
625	NW_004440199.1	8095	8194	100	N
625	NW_004440199.1	43775	43874	100	N
625	NW_004440199.1	50711	50810	100	N
625	NW_004440199.1	60872	60971	100	N
625	NW_004440199.1	80102	80201	100	N
625	NW_004440199.1	144819	144918	100	N
625	NW_004440199.1	152991	153090	100	N
625	NW_004440199.1	156473	156572	100	N
626	NW_004440197.1	2791	2890	100	N
628	NW_004440326.1	1356	1455	100	N
629	NW_004440195.1	1664	1763	100	N
629	NW_004440195.1	4111	4210	100	N
630	NW_004440193.1	5853	5952	100	N
630	NW_004440193.1	13609	13708	100	N
630	NW_004440193.1	33273	33372	100	N
630	NW_004440193.1	47536	47635	100	N
630	NW_004440193.1	72820	72919	100	N
630	NW_004440193.1	94508	94607	100	N
630	NW_004440193.1	95767	95866	100	N
630	NW_004440193.1	103183	103282	100	N
630	NW_004440193.1	105717	105816	100	N
630	NW_004440193.1	109371	109470	100	N
630	NW_004440193.1	110880	110979	100	N
630	NW_004440193.1	116211	116310	100	N
631	NW_004440189.1	2888	2987	100	N
631	NW_004440189.1	9953	10052	100	N
631	NW_004440189.1	19637	19736	100	N
631	NW_004440189.1	23406	23505	100	N
631	NW_004440189.1	27164	27263	100	N
631	NW_004440189.1	35472	35571	100	N
631	NW_004440189.1	80233	80332	100	N
631	NW_004440189.1	139295	139394	100	N
631	NW_004440189.1	160599	160698	100	N
631	NW_004440189.1	178913	179012	100	N
631	NW_004440189.1	204748	204847	100	N
631	NW_004440189.1	206424	206523	100	N
631	NW_004440189.1	242012	242111	100	N
631	NW_004440189.1	257334	257433	100	N
631	NW_004440189.1	283127	283226	100	N
631	NW_004440189.1	293510	293609	100	N
631	NW_004440189.1	296509	296608	100	N
631	NW_004440189.1	370622	370721	100	N
631	NW_004440189.1	383125	383224	100	N
631	NW_004440189.1	387819	387918	100	N
631	NW_004440189.1	394601	394700	100	N
631	NW_004440189.1	407493	407592	100	N
631	NW_004440189.1	409922	410021	100	N
631	NW_004440189.1	421363	421462	100	N
631	NW_004440189.1	449203	449302	100	N
631	NW_004440189.1	462966	463065	100	N
631	NW_004440189.1	473004	473103	100	N
631	NW_004440189.1	480951	481050	100	N
631	NW_004440189.1	482104	482203	100	N
631	NW_004440189.1	519752	519851	100	N
631	NW_004440189.1	541458	541557	100	N
631	NW_004440189.1	595499	595598	100	N
631	NW_004440189.1	598554	598653	100	N
631	NW_004440189.1	619608	619707	100	N
631	NW_004440189.1	690472	690571	100	N
631	NW_004440189.1	714262	714361	100	N
631	NW_004440189.1	726351	726450	100	N
631	NW_004440189.1	730794	730893	100	N
631	NW_004440189.1	733774	733873	100	N
631	NW_004440189.1	763067	763166	100	N
631	NW_004440189.1	768894	768993	100	N
631	NW_004440189.1	776783	776882	100	N
631	NW_004440189.1	786165	786264	100	N
631	NW_004440189.1	787604	787703	100	N
631	NW_004440189.1	798935	799034	100	N
631	NW_004440189.1	828833	828932	100	N
631	NW_004440189.1	886510	886609	100	N
631	NW_004440189.1	891244	891343	100	N
631	NW_004440189.1	904316	904415	100	N
631	NW_004440189.1	907389	907488	100	N
631	NW_004440189.1	908934	909033	100	N
631	NW_004440189.1	912302	912401	100	N
631	NW_004440189.1	916503	916602	100	N
631	NW_004440189.1	918727	918826	100	N
631	NW_004440189.1	925090	925189	100	N
631	NW_004440189.1	938390	938489	100	N
632	NW_004440187.1	1990	2089	100	N
632	NW_004440187.1	20459	20558	100	N
632	NW_004440187.1	23036	23135	100	N
632	NW_004440187.1	25391	25490	100	N
632	NW_004440187.1	26653	26752	100	N
633	NW_004440324.1	1381	1480	100	N
644	NW_004440306.1	1208	1307	100	N
647	NW_004440180.1	3145	3244	100	N
647	NW_004440180.1	5668	5767	100	N
647	NW_004440180.1	10997	11096	100	N
647	NW_004440180.1	13107	13206	100	N
647	NW_004440180.1	14987	15086	100	N
647	NW_004440180.1	99797	99896	100	N
647	NW_004440180.1	105528	105627	100	N
647	NW_004440180.1	106701	106800	100	N
647	NW_004440180.1	178159	178258	100	N
647	NW_004440180.1	194297	194396	100	N
647	NW_004440180.1	196573	196672	100	N
647	NW_004440180.1	199512	199611	100	N
647	NW_004440180.1	212107	212206	100	N
647	NW_004440180.1	273007	273106	100	N
647	NW_004440180.1	274705	274804	100	N
647	NW_004440180.1	305756	305855	100	N
647	NW_004440180.1	323153	323252	100	N
647	NW_004440180.1	338201	338300	100	N
647	NW_004440180.1	342487	342586	100	N
647	NW_004440180.1	344716	344815	100	N
648	NW_004440178.1	1817	1916	100	N
648	NW_004440178.1	3516	3615	100	N
648	NW_004440178.1	11618	11717	100	N
649	NW_004440176.1	1209	1308	100	N
649	NW_004440176.1	3576	3675	100	N
649	NW_004440176.1	9295	9394	100	N
656	NW_004440172.1	1583	1682	100	N
656	NW_004440172.1	2775	2874	100	N
656	NW_004440172.1	3807	3906	100	N
656	NW_004440172.1	5315	5414	100	N
656	NW_004440172.1	9548	9647	100	N
656	NW_004440172.1	11951	12050	100	N
658	NW_004440169.1	11774	11873	100	N
658	NW_004440169.1	35968	36067	100	N
658	NW_004440169.1	72103	72202	100	N
658	NW_004440169.1	105773	105872	100	N
658	NW_004440169.1	119499	119598	100	N
658	NW_004440169.1	130931	131030	100	N
658	NW_004440169.1	196238	196337	100	N
658	NW_004440169.1	215498	215597	100	N
658	NW_004440169.1	387878	387977	100	N
661	NW_004440288.1	2476	2575	100	N
663	NW_004440163.1	1174	1273	100	N
663	NW_004440163.1	19774	19873	100	N
663	NW_004440163.1	45366	45465	100	N
663	NW_004440163.1	159205	159304	100	N
663	NW_004440163.1	162075	162174	100	N
665	NW_004440161.1	2052	2151	100	N
665	NW_004440161.1	4199	4298	100	N
665	NW_004440161.1	14722	14821	100	N
665	NW_004440161.1	23403	23502	100	N
665	NW_004440161.1	28655	28754	100	N
665	NW_004440161.1	33741	33840	100	N
672	NW_004440153.1	2487	2586	100	N
672	NW_004440153.1	4050	4149	100	N
672	NW_004440153.1	5620	5719	100	N
672	NW_004440153.1	7019	7118	100	N
675	NW_004440276.1	3589	3688	100	N
675	NW_004440276.1	8416	8515	100	N
675	NW_004440276.1	11565	11664	100	N
676	NW_004440150.1	1804	1903	100	N
676	NW_004440150.1	21986	22085	100	N
676	NW_004440150.1	25179	25278	100	N
676	NW_004440150.1	27119	27218	100	N
683	NW_004440262.1	1969	2068	100	N
688	NW_004440252.1	2128	2227	100	N
692	NW_004440146.1	1192	1291	100	N
692	NW_004440146.1	14100	14199	100	N
692	NW_004440146.1	21267	21366	100	N
692	NW_004440146.1	25722	25821	100	N
692	NW_004440146.1	51231	51330	100	N
692	NW_004440146.1	53550	53649	100	N
692	NW_004440146.1	56351	56450	100	N
692	NW_004440146.1	66428	66527	100	N
692	NW_004440146.1	71322	71421	100	N
692	NW_004440146.1	83306	83405	100	N
692	NW_004440146.1	104579	104678	100	N
692	NW_004440146.1	116952	117051	100	N
692	NW_004440146.1	125114	125213	100	N
692	NW_004440146.1	131675	131774	100	N
692	NW_004440146.1	139401	139500	100	N
692	NW_004440146.1	141059	141158	100	N
692	NW_004440146.1	145111	145210	100	N
692	NW_004440146.1	149333	149432	100	N
692	NW_004440146.1	149920	150019	100	N
692	NW_004440146.1	154595	154694	100	N
693	NW_004440144.1	7518	7617	100	N
693	NW_004440144.1	19156	19255	100	N
693	NW_004440144.1	22377	22476	100	N
693	NW_004440144.1	30856	30955	100	N
698	NW_004440239.1	3334	3433	100	N
700	NW_004440141.1	2008	2107	100	N
701	NW_004440140.1	1047	1146	100	N
701	NW_004440140.1	2769	2868	100	N
701	NW_004440140.1	3916	4015	100	N
701	NW_004440140.1	24331	24430	100	N
702	NW_004440138.1	1373	1472	100	N
702	NW_004440138.1	3273	3372	100	N
702	NW_004440138.1	6572	6671	100	N
702	NW_004440138.1	9462	9561	100	N
702	NW_004440138.1	11444	11543	100	N
702	NW_004440138.1	15196	15295	100	N
705	NW_004440135.1	2932	3031	100	N
705	NW_004440135.1	8162	8261	100	N
705	NW_004440135.1	19139	19238	100	N
705	NW_004440135.1	22367	22466	100	N
705	NW_004440135.1	30140	30239	100	N
705	NW_004440135.1	32254	32353	100	N
705	NW_004440135.1	35096	35195	100	N
705	NW_004440135.1	38612	38711	100	N
705	NW_004440135.1	41526	41625	100	N
705	NW_004440135.1	43868	43967	100	N
706	NW_004440229.1	4140	4239	100	N
707	NW_004440227.1	1534	1633	100	N
715	NW_004440125.1	3221	3320	100	N
715	NW_004440125.1	5104	5203	100	N
715	NW_004440125.1	15140	15239	100	N
715	NW_004440125.1	39777	39876	100	N
715	NW_004440125.1	42691	42790	100	N
715	NW_004440125.1	45608	45707	100	N
718	NW_004440121.1	1955	2054	100	N
718	NW_004440121.1	7177	7276	100	N
718	NW_004440121.1	9841	9940	100	N
718	NW_004440121.1	15967	16066	100	N
718	NW_004440121.1	31112	31211	100	N
718	NW_004440121.1	47142	47241	100	N
718	NW_004440121.1	66539	66638	100	N
718	NW_004440121.1	107418	107517	100	N
718	NW_004440121.1	146172	146271	100	N
718	NW_004440121.1	180759	180858	100	N
718	NW_004440121.1	207885	207984	100	N
718	NW_004440121.1	210593	210692	100	N
720	NW_004440119.1	1339	1438	100	N
727	NW_004440116.1	1981	2080	100	N
727	NW_004440116.1	11762	11861	100	N
727	NW_004440116.1	29561	29660	100	N
727	NW_004440116.1	31541	31640	100	N
727	NW_004440116.1	51001	51100	100	N
727	NW_004440116.1	56751	56850	100	N
729	NW_004440115.1	11687	11786	100	N
729	NW_004440115.1	27156	27255	100	N
735	NW_004440113.1	2313	2412	100	N
735	NW_004440113.1	29852	29951	100	N
735	NW_004440113.1	32594	32693	100	N
735	NW_004440113.1	39351	39450	100	N
735	NW_004440113.1	41492	41591	100	N
735	NW_004440113.1	58639	58738	100	N
735	NW_004440113.1	140332	140431	100	N
735	NW_004440113.1	153103	153202	100	N
735	NW_004440113.1	157508	157607	100	N
735	NW_004440113.1	192652	192751	100	N
735	NW_004440113.1	202058	202157	100	N
735	NW_004440113.1	220572	220671	100	N
735	NW_004440113.1	226034	226133	100	N
735	NW_004440113.1	252898	252997	100	N
735	NW_004440113.1	327305	327404	100	N
735	NW_004440113.1	334077	334176	100	N
735	NW_004440113.1	577816	577915	100	N
735	NW_004440113.1	699671	699770	100	N
735	NW_004440113.1	718342	718441	100	N
735	NW_004440113.1	831636	831735	100	N
735	NW_004440113.1	833556	833655	100	N
735	NW_004440113.1	835197	835296	100	N
735	NW_004440113.1	839396	839495	100	N
735	NW_004440113.1	892506	892605	100	N
737	NW_004440112.1	56834	56933	100	N
737	NW_004440112.1	59306	59405	100	N
737	NW_004440112.1	59759	59858	100	N
737	NW_004440112.1	82509	82608	100	N
737	NW_004440112.1	100415	100514	100	N
737	NW_004440112.1	155988	156087	100	N
737	NW_004440112.1	170687	170786	100	N
737	NW_004440112.1	173193	173292	100	N
739	NW_004440111.1	1520	1619	100	N
739	NW_004440111.1	7794	7893	100	N
739	NW_004440111.1	10744	10843	100	N
739	NW_004440111.1	48640	48739	100	N
739	NW_004440111.1	62391	62490	100	N
739	NW_004440111.1	70956	71055	100	N
739	NW_004440111.1	77326	77425	100	N
739	NW_004440111.1	87855	87954	100	N
739	NW_004440111.1	98567	98666	100	N
739	NW_004440111.1	102490	102589	100	N
739	NW_004440111.1	103603	103702	100	N
739	NW_004440111.1	106930	107029	100	N
739	NW_004440111.1	116490	116589	100	N
739	NW_004440111.1	126274	126373	100	N
739	NW_004440111.1	162317	162416	100	N
740	NW_004440110.1	2070	2169	100	N
740	NW_004440110.1	3889	3988	100	N
740	NW_004440110.1	6728	6827	100	N
740	NW_004440110.1	11786	11885	100	N
740	NW_004440110.1	13072	13171	100	N
740	NW_004440110.1	15154	15253	100	N
740	NW_004440110.1	22390	22489	100	N
747	NW_004440107.1	1694	1793	100	N
747	NW_004440107.1	34276	34375	100	N
747	NW_004440107.1	35779	35878	100	N
747	NW_004440107.1	39005	39104	100	N
747	NW_004440107.1	45647	45746	100	N
747	NW_004440107.1	47024	47123	100	N
749	NW_004440185.1	1837	1936	100	N
750	NW_004440106.1	1365	1464	100	N
750	NW_004440106.1	3269	3368	100	N
750	NW_004440106.1	9493	9592	100	N
750	NW_004440106.1	12569	12668	100	N
750	NW_004440106.1	15602	15701	100	N
750	NW_004440106.1	18375	18474	100	N
750	NW_004440106.1	20264	20363	100	N
750	NW_004440106.1	23068	23167	100	N
750	NW_004440106.1	27793	27892	100	N
750	NW_004440106.1	32667	32766	100	N
756	NW_004440104.1	1444	1543	100	N
756	NW_004440104.1	13143	13242	100	N
756	NW_004440104.1	14425	14524	100	N
756	NW_004440104.1	17471	17570	100	N
757	NW_004440103.1	5422	5521	100	N
757	NW_004440103.1	22698	22797	100	N
757	NW_004440103.1	29517	29616	100	N
757	NW_004440103.1	37492	37591	100	N
757	NW_004440103.1	39902	40001	100	N
757	NW_004440103.1	43814	43913	100	N
757	NW_004440103.1	53167	53266	100	N
757	NW_004440103.1	54769	54868	100	N
757	NW_004440103.1	78328	78427	100	N
757	NW_004440103.1	81514	81613	100	N
757	NW_004440103.1	86814	86913	100	N
757	NW_004440103.1	89748	89847	100	N
757	NW_004440103.1	91206	91305	100	N
757	NW_004440103.1	93430	93529	100	N
764	NW_004440167.1	2561	2660	100	N
764	NW_004440167.1	7620	7719	100	N
764	NW_004440167.1	8967	9066	100	N
765	NW_004440100.1	1908	2007	100	N
765	NW_004440100.1	3824	3923	100	N
765	NW_004440100.1	6184	6283	100	N
765	NW_004440100.1	7993	8092	100	N
765	NW_004440100.1	16432	16531	100	N
765	NW_004440100.1	23195	23294	100	N
765	NW_004440100.1	35679	35778	100	N
765	NW_004440100.1	45225	45324	100	N
765	NW_004440100.1	47988	48087	100	N
765	NW_004440100.1	51812	51911	100	N
765	NW_004440100.1	55645	55744	100	N
765	NW_004440100.1	58629	58728	100	N
765	NW_004440100.1	67313	67412	100	N
765	NW_004440100.1	70209	70308	100	N
765	NW_004440100.1	74332	74431	100	N
765	NW_004440100.1	82653	82752	100	N
765	NW_004440100.1	90242	90341	100	N
765	NW_004440100.1	97879	97978	100	N
765	NW_004440100.1	102555	102654	100	N
765	NW_004440100.1	107086	107185	100	N
765	NW_004440100.1	113517	113616	100	N
765	NW_004440100.1	124469	124568	100	N
765	NW_004440100.1	134227	134326	100	N
765	NW_004440100.1	136752	136851	100	N
765	NW_004440100.1	141563	141662	100	N
765	NW_004440100.1	144277	144376	100	N
765	NW_004440100.1	149259	149358	100	N
765	NW_004440100.1	151489	151588	100	N
765	NW_004440100.1	153869	153968	100	N
765	NW_004440100.1	161723	161822	100	N
765	NW_004440100.1	165607	165706	100	N
765	NW_004440100.1	173893	173992	100	N
765	NW_004440100.1	180234	180333	100	N
765	NW_004440100.1	186183	186282	100	N
765	NW_004440100.1	197338	197437	100	N
765	NW_004440100.1	206988	207087	100	N
765	NW_004440100.1	219199	219298	100	N
765	NW_004440100.1	223895	223994	100	N
765	NW_004440100.1	226175	226274	100	N
765	NW_004440100.1	228482	228581	100	N
765	NW_004440100.1	230496	230595	100	N
765	NW_004440100.1	236846	236945	100	N
765	NW_004440100.1	238287	238386	100	N
765	NW_004440100.1	247839	247938	100	N
765	NW_004440100.1	249588	249687	100	N
765	NW_004440100.1	251365	251464	100	N
765	NW_004440100.1	253624	253723	100	N
765	NW_004440100.1	257856	257955	100	N
765	NW_004440100.1	266033	266132	100	N
765	NW_004440100.1	277141	277240	100	N
765	NW_004440100.1	279737	279836	100	N
766	NW_004440099.1	1116	1215	100	N
766	NW_004440099.1	4544	4643	100	N
766	NW_004440099.1	6339	6438	100	N
766	NW_004440099.1	8025	8124	100	N
767	NW_004440098.1	3308	3407	100	N
767	NW_004440098.1	6533	6632	100	N
768	NW_004440097.1	2187	2286	100	N
768	NW_004440097.1	3834	3933	100	N
768	NW_004440097.1	5417	5516	100	N
768	NW_004440097.1	6826	6925	100	N
768	NW_004440097.1	8098	8197	100	N
768	NW_004440097.1	17602	17701	100	N
768	NW_004440097.1	24169	24268	100	N
768	NW_004440097.1	32101	32200	100	N
768	NW_004440097.1	38342	38441	100	N
768	NW_004440097.1	42072	42171	100	N
777	NW_004440095.1	3058	3157	100	N
777	NW_004440095.1	17543	17642	100	N
777	NW_004440095.1	37092	37191	100	N
777	NW_004440095.1	58798	58897	100	N
777	NW_004440095.1	63685	63784	100	N
777	NW_004440095.1	87683	87782	100	N
777	NW_004440095.1	147179	147278	100	N
777	NW_004440095.1	227164	227263	100	N
781	NW_004440093.1	1612	1711	100	N
781	NW_004440093.1	4527	4626	100	N
781	NW_004440093.1	6467	6566	100	N
782	NW_004440092.1	2800	2899	100	N
782	NW_004440092.1	12029	12128	100	N
782	NW_004440092.1	14924	15023	100	N
782	NW_004440092.1	16689	16788	100	N
784	NW_004440091.1	2356	2455	100	N
784	NW_004440091.1	14241	14340	100	N
784	NW_004440091.1	22129	22228	100	N
784	NW_004440091.1	25782	25881	100	N
784	NW_004440091.1	27911	28010	100	N
784	NW_004440091.1	29982	30081	100	N
784	NW_004440091.1	41677	41776	100	N
784	NW_004440091.1	48583	48682	100	N
784	NW_004440091.1	50152	50251	100	N
785	NW_004440145.1	3605	3704	100	N
793	NW_004440088.1	2187	2286	100	N
794	NW_004440087.1	2375	2474	100	N
794	NW_004440087.1	4330	4429	100	N
798	NW_004440086.1	5229	5328	100	N
798	NW_004440086.1	15599	15698	100	N
798	NW_004440086.1	30940	31039	100	N
798	NW_004440086.1	49416	49515	100	N
798	NW_004440086.1	56710	56809	100	N
798	NW_004440086.1	63088	63187	100	N
805	NW_004440084.1	1015	1114	100	N
805	NW_004440084.1	2359	2458	100	N
805	NW_004440084.1	6760	6859	100	N
805	NW_004440084.1	8553	8652	100	N
805	NW_004440084.1	16421	16520	100	N
805	NW_004440084.1	24939	25038	100	N
805	NW_004440084.1	26396	26495	100	N
805	NW_004440084.1	30019	30118	100	N
805	NW_004440084.1	48675	48774	100	N
805	NW_004440084.1	53501	53600	100	N
805	NW_004440084.1	54942	55041	100	N
805	NW_004440084.1	60105	60204	100	N
805	NW_004440084.1	65323	65422	100	N
805	NW_004440084.1	67712	67811	100	N
807	NW_004440082.1	6441	6540	100	N
807	NW_004440082.1	30407	30506	100	N
807	NW_004440082.1	40879	40978	100	N
807	NW_004440082.1	42861	42960	100	N
807	NW_004440082.1	44734	44833	100	N
807	NW_004440082.1	47632	47731	100	N
810	NW_004191927.1	1284	1383	100	N
810	NW_004191927.1	13622	13721	100	N
810	NW_004191927.1	17594	17693	100	N
811	NW_004191926.1	10163	10262	100	N
811	NW_004191926.1	14594	14693	100	N
811	NW_004191926.1	17052	17151	100	N
811	NW_004191926.1	20799	20898	100	N
811	NW_004191926.1	25217	25316	100	N
